title,artist,rank,genre,year
Survivor,Zach Williams,88,Christian,2018
Love Like This,Lauren Daigle,89,Christian,2018
Reckless Love,Passion Featuring Melodie Malone,90,Christian,2018
This Girl,Lauren Daigle,91,Christian,2018
Here Again,Elevation Worship,92,Christian,2018
O Holy Night,Brooke Simpson,93,Christian,2018
Surrounded (Fight My Battles),Michael W. Smith,94,Christian,2018
Little Drummer Boy (Live From Phoenix),for KING & COUNTRY,95,Christian,2018
Fight For Me,GAWVI Featuring Lecrae,96,Christian,2018
Won't Stop Now,Elevation Worship,97,Christian,2018
Hard Love,NEEDTOBREATHE,98,Christian,2018
Broke,Lecrae,99,Christian,2018
Happy Dance,MercyMe,100,Christian,2018
You Say,Lauren Daigle,1,Christian,2019
God Only Knows,for KING & COUNTRY,2,Christian,2019
Raise A Hallelujah,"Bethel Music, Jonathan David Helser & Melissa Helser",3,Christian,2019
Rescue,Lauren Daigle,4,Christian,2019
Haven't Seen It Yet,Danny Gokey,5,Christian,2019
Who You Say I Am,Hillsong Worship,6,Christian,2019
Only Jesus,Casting Crowns,7,Christian,2019
Resurrecting,Elevation Worship,8,Christian,2019
Nobody,Casting Crowns Featuring Matthew West,9,Christian,2019
Scars,I AM THEY,10,Christian,2019
Look Up Child,Lauren Daigle,11,Christian,2019
God's Not Done With You,Tauren Wells,12,Christian,2019
Symphony,Switch Featuring Dillon Chase,13,Christian,2019
Maybe It's Ok,We Are Messengers,14,Christian,2019
Yes I Will,Vertical Worship,15,Christian,2019
Best News Ever,MercyMe,16,Christian,2019
Known,Tauren Wells,17,Christian,2019
Build My Life,Pat Barrett,18,Christian,2019
Stand In Your Love,Josh Baldwin,19,Christian,2019
Dead Man Walking,Jeremy Camp,20,Christian,2019
Follow God,Kanye West,21,Christian,2019
Reckless Love,Cory Asbury,22,Christian,2019
Head Above Water,Avril Lavigne,23,Christian,2019
Reason,Unspoken,24,Christian,2019
Alive,Big Daddy Weave,25,Christian,2019
Let It Rain (Is There Anybody),Crowder Featuring Mandisa,26,Christian,2019
Red Letters,Crowder,27,Christian,2019
Church (Take Me Back),Cochren & Co.,28,Christian,2019
Till I Found You,Phil Wickham,29,Christian,2019
Rescue Story,Zach Williams,30,Christian,2019
The Christmas Song,Lauren Daigle,31,Christian,2019
Everything,tobyMac,32,Christian,2019
Even Then,Micah Tyler,33,Christian,2019
Greatness Of Our God,newsboys,34,Christian,2019
Fear No More,Building 429,35,Christian,2019
Closed On Sunday,Kanye West,36,Christian,2019
Is He Worthy?,Chris Tomlin,37,Christian,2019
joy.,for KING & COUNTRY,38,Christian,2019
With Lifted Hands,Ryan Stevenson,39,Christian,2019
Fighting For Me,Riley Clemmons,40,Christian,2019
Selah,Kanye West,41,Christian,2019
Survivor,Zach Williams,42,Christian,2019
On God,Kanye West,43,Christian,2019
Prize Worth Fighting For,Jamie Kimmett,44,Christian,2019
Burn The Ships,for KING & COUNTRY,45,Christian,2019
Everything We Need,Kanye West Featuring Ty Dolla $ign & Ant Clemons,46,Christian,2019
I'm Gonna Let It Go,Jason Gray,47,Christian,2019
Whole Heart (Hold Me Now),Hillsong UNITED,48,Christian,2019
Use This Gospel,Kanye West Featuring Clipse & Kenny G,49,Christian,2019
Changed,Jordan Feliz,50,Christian,2019
Legendary,Skillet,51,Christian,2019
God Is,Kanye West,52,Christian,2019
Well Done,The Afters,53,Christian,2019
Another In The Fire,Hillsong UNITED & TAYA,54,Christian,2019
Good Grace,Hillsong UNITED,55,Christian,2019
Confidence,Sanctus Real,56,Christian,2019
Defender,Francesca Battistelli Featuring Steffany Gretzinger,57,Christian,2019
Up Again,Dan Bremnes,58,Christian,2019
Water,Kanye West Featuring Ant Clemons,59,Christian,2019
Power,We Are Messengers,60,Christian,2019
Nobody Loves Me Like You,Chris Tomlin,61,Christian,2019
Hands On,Kanye West Featuring Fred Hammond,62,Christian,2019
King Of Kings,Hillsong Worship,63,Christian,2019
Believer,Rhett Walker,64,Christian,2019
Born Again,Austin French,65,Christian,2019
Never Alone,Tori Kelly Featuring Kirk Franklin,66,Christian,2019
See A Victory,Elevation Worship,67,Christian,2019
Jesus Is Lord,Kanye West,68,Christian,2019
Nothing Else,Cody Carnes,69,Christian,2019
Split The Sea,Hannah Kerr,70,Christian,2019
Living Hope,Phil Wickham,71,Christian,2019
The God Who Stays,Matthew West,72,Christian,2019
As You Find Me,Hillsong UNITED,73,Christian,2019
Unstoppable God,Sanctus Real,74,Christian,2019
Greater Things,Mack Brock,75,Christian,2019
Greater Than All My Regrets,Tenth Avenue North,76,Christian,2019
Anchor,Skillet,77,Christian,2019
You Know Me Better,Stars Go Dim,78,Christian,2019
Still Rolling Stones,Lauren Daigle,79,Christian,2019
Ain't No Grave (Live),Bethel Music & Molly Skaggs,80,Christian,2019
Wherever I Go,Dan Bremnes,81,Christian,2019
Highlands (Song Of Ascent),Hillsong UNITED,82,Christian,2019
Surrounded (Fight My Battles),UPPERROOM,83,Christian,2019
Your Name Is Power,Rend Collective,84,Christian,2019
Goodness Of God (Live),Bethel Music & Jenn Johnson,85,Christian,2019
Why God,Austin French,86,Christian,2019
Mercy Is A Song,Matthew West,87,Christian,2019
Faith,Jordan Feliz,88,Christian,2019
The Breakup Song,Francesca Battistelli,89,Christian,2019
Native Tongue,Switchfoot,90,Christian,2019
Holy Water,We The Kingdom,91,Christian,2019
Let The Redeemed,Josh Baldwin,92,Christian,2019
Better,Pat Barrett,93,Christian,2019
With You (Paradoxology),Elevation Worship,94,Christian,2019
Gold,Apollo LTD,95,Christian,2019
Love Lifting Me,Tasha Layton,96,Christian,2019
Love Like This,Lauren Daigle,97,Christian,2019
My Defender,Jeremy Camp,98,Christian,2019
Run To The Father,Cody Carnes,99,Christian,2019
Forever On Your Side,NEEDTOBREATHE Featuring JOHNNYSWIM,100,Christian,2019
You Say,Lauren Daigle,1,Christian,2020
Holy Water,We The Kingdom,2,Christian,2020
The Blessing: Live,"Kari Jobe, Cody Carnes & Elevation Worship",3,Christian,2020
Follow God,Kanye West,4,Christian,2020
There Was Jesus,Zach Williams & Dolly Parton,5,Christian,2020
The Father's House,Cory Asbury,6,Christian,2020
Together,"for KING & COUNTRY, Kirk Franklin & Tori Kelly",7,Christian,2020
Nobody,Casting Crowns Featuring Matthew West,8,Christian,2020
Almost Home,MercyMe,9,Christian,2020
See A Victory,Elevation Worship,10,Christian,2020
Keep Me In The Moment,Jeremy Camp,11,Christian,2020
Waymaker,Michael W. Smith Featuring Vanessa Campagna & Madelyn Berry,12,Christian,2020
Rescue,Lauren Daigle,13,Christian,2020
The God Who Stays,Matthew West,14,Christian,2020
Burn The Ships,for KING & COUNTRY,15,Christian,2020
I Know,Big Daddy Weave,16,Christian,2020
Alive & Breathing,Matt Maher Featuring Elle Limebear,17,Christian,2020
Graves Into Gardens,Elevation Worship Featuring Brandon Lake,18,Christian,2020
Love God Love People,Danny Gokey,19,Christian,2020
Rescue Story,Zach Williams,20,Christian,2020
Famous For (I Believe),Tauren Wells Featuring Jenn Johnson,21,Christian,2020
Who You Are To Me,Chris Tomlin Featuring Lady A,22,Christian,2020
Way Maker (Live),Leeland,23,Christian,2020
God So Loved,We The Kingdom,24,Christian,2020
Amen,Micah Tyler,25,Christian,2020
Still Rolling Stones,Lauren Daigle,26,Christian,2020
One Day,Cochren & Co.,27,Christian,2020
Amadeo (Still My God),Ryan Stevenson,28,Christian,2020
Love Moved First,Casting Crowns,29,Christian,2020
Into The Sea (It's Gonna Be OK),Tasha Layton,30,Christian,2020
Great Things,Phil Wickham,31,Christian,2020
Revolutionary,Josh Wilson,32,Christian,2020
Wash Us In The Blood,Kanye West Featuring Travis Scott,33,Christian,2020
Another In The Fire,Hillsong UNITED & TAYA,34,Christian,2020
Who Am I,NEEDTOBREATHE,35,Christian,2020
Closed On Sunday,Kanye West,36,Christian,2020
Love (Won't Let Go),We Are Messengers,37,Christian,2020
Rise Up (Lazarus),CAIN,38,Christian,2020
Believer,Rhett Walker,39,Christian,2020
Miracles,Colton Dixon,40,Christian,2020
King Of Kings,Hillsong Worship,41,Christian,2020
Peace Be Still,Hope Darst,42,Christian,2020
Faith,Jordan Feliz,43,Christian,2020
You've Always Been,Unspoken,44,Christian,2020
Your Name Is Power,Rend Collective,45,Christian,2020
I'm Leaning On You,Crowder Featuring Riley Clemmons,46,Christian,2020
Edge Of My Seat,tobyMac Featuring Cochren & Co.,47,Christian,2020
Dead Man Walking,Jeremy Camp,48,Christian,2020
Selah,Kanye West,49,Christian,2020
Like You Love Me,Tauren Wells,50,Christian,2020
Use This Gospel,Kanye West Featuring Clipse & Kenny G,51,Christian,2020
On God,Kanye West,52,Christian,2020
No Impossible With You,I AM THEY,53,Christian,2020
Everything We Need,Kanye West Featuring Ty Dolla $ign & Ant Clemons,54,Christian,2020
God Is,Kanye West,55,Christian,2020
See The Light,tobyMac,56,Christian,2020
You Keep Hope Alive,Mandisa & Jon Reddick,57,Christian,2020
Evidence,Josh Baldwin,58,Christian,2020
Goodness Of God (Live),Bethel Music & Jenn Johnson,59,Christian,2020
21 Years,tobyMac,60,Christian,2020
Truth Be Told,Matthew West,61,Christian,2020
Thank You Lord,Chris Tomlin Featuring Thomas Rhett & Florida Georgia Line,62,Christian,2020
Smile,Sidewalk Prophets,63,Christian,2020
Rattle!,Elevation Worship,64,Christian,2020
I Will Fear No More,The Afters,65,Christian,2020
My Weapon,Natalie Grant,66,Christian,2020
Run To The Father,Cody Carnes,67,Christian,2020
Truth I'm Standing On,Leanna Crawford,68,Christian,2020
Water,Kanye West Featuring Ant Clemons,69,Christian,2020
Glorify,Jordan Feliz,70,Christian,2020
No Hold On Me,Matty Mullins,71,Christian,2020
Hands On,Kanye West Featuring Fred Hammond,72,Christian,2020
Man Of Your Word,Maverick City Music Featuring Chandler Moore & KJ Scriven,73,Christian,2020
Better,Pat Barrett,74,Christian,2020
Over And Over,Riley Clemmons,75,Christian,2020
Start Right Here,Casting Crowns,76,Christian,2020
Power,We Are Messengers,77,Christian,2020
You Got This,Love & The Outcome,78,Christian,2020
Set Me Free,Lecrae Featuring YK Osiris,79,Christian,2020
Let The Redeemed,Josh Baldwin,80,Christian,2020
Jesus Is Lord,Kanye West,81,Christian,2020
Legendary,Skillet,82,Christian,2020
Count Me In,Switch,83,Christian,2020
Way Maker,Mandisa,84,Christian,2020
Fighting For Me,Riley Clemmons,85,Christian,2020
Little Drummer Boy (Live From Phoenix),for KING & COUNTRY,86,Christian,2020
Wake Up Sleeper,Austin French,87,Christian,2020
Deep End,Lecrae,88,Christian,2020
This Is What We Live For,Big Daddy Weave,89,Christian,2020
Best Friends,Hillsong Young & Free,90,Christian,2020
Jericho,Andrew Ripp,91,Christian,2020
This Could Change Everything,Francesca Battistelli,92,Christian,2020
Never Lost,Elevation Worship Featuring Tauren Wells,93,Christian,2020
Faithful God,I AM THEY,94,Christian,2020
Wanted,Danny Gokey,95,Christian,2020
Sparrows,Cory Asbury,96,Christian,2020
There's Nothing Our God Can't,Passion,97,Christian,2020
Blessing I Can't See,Building 429 Featuring Brooke DeLeary,98,Christian,2020
I'm Listening,Chris McClarney Featuring Hollyn,99,Christian,2020
Ordinary,Hannah Kerr,100,Christian,2020
You Say,Lauren Daigle,1,Christian,2021
Hurricane,Kanye West,2,Christian,2021
Good God Almighty,Crowder,3,Christian,2021
Battle Belongs,Phil Wickham,4,Christian,2021
Hold On To Me,Lauren Daigle,5,Christian,2021
My Jesus,Anne Wilson,6,Christian,2021
Graves Into Gardens,Elevation Worship Featuring Brandon Lake,7,Christian,2021
Less Like Me,Zach Williams,8,Christian,2021
Help Is On The Way (Maybe Midnight),tobyMac,9,Christian,2021
Moon,Kanye West,10,Christian,2021
Off The Grid,Kanye West,11,Christian,2021
Truth Be Told,Matthew West,12,Christian,2021
Say I Won't,MercyMe,13,Christian,2021
Praise God,Kanye West,14,Christian,2021
Scars In Heaven,Casting Crowns,15,Christian,2021
Rattle!,Elevation Worship,16,Christian,2021
Be Alright,Evan Craft x Danny Gokey x Redimi2,17,Christian,2021
Jail,Kanye West,18,Christian,2021
Amen,for KING & COUNTRY,19,Christian,2021
House Of The Lord,Phil Wickham,20,Christian,2021
Believe For It,CeCe Winans,21,Christian,2021
Child Of Love,We The Kingdom Featuring Bear Rinehart,22,Christian,2021
Jireh,Elevation Worship & Maverick City Music Featuring Chandler Moore & Naomi Raine,23,Christian,2021
Fires,Jordan St. Cyr,24,Christian,2021
Ok Ok,Kanye West,25,Christian,2021
Hallelujah,Carrie Underwood & John Legend,26,Christian,2021
Favorite Time Of Year,Carrie Underwood,27,Christian,2021
Rise Up (Lazarus),CAIN,28,Christian,2021
Gospel Song,Rhett Walker,29,Christian,2021
Junya,Kanye West,30,Christian,2021
Sparrows,Cory Asbury,31,Christian,2021
Yes He Can,CAIN,32,Christian,2021
Until Grace,Tauren Wells & Rascal Flatts,33,Christian,2021
Jericho,Andrew Ripp,34,Christian,2021
Promises,Maverick City Music Featuring Joe L. Barnes & Naomi Raine,35,Christian,2021
Out Of My Hands,Jeremy Camp,36,Christian,2021
What If,Matthew West,37,Christian,2021
Believe What I Say,Kanye West,38,Christian,2021
Look What You've Done,Tasha Layton,39,Christian,2021
Next To Me,Jordan Feliz,40,Christian,2021
Jonah,Kanye West,41,Christian,2021
Jesus Lord,Kanye West,42,Christian,2021
God Who Listens,Chris Tomlin Featuring Thomas Rhett,43,Christian,2021
Start Right Here,Casting Crowns,44,Christian,2021
Famous For (I Believe),Tauren Wells Featuring Jenn Johnson,45,Christian,2021
When You Speak,Jeremy Camp,46,Christian,2021
Pure Souls,Kanye West,47,Christian,2021
Remote Control,Kanye West,48,Christian,2021
Silent Night,Carrie Underwood,49,Christian,2021
All Things New,Big Daddy Weave,50,Christian,2021
Heaven And Hell,Kanye West,51,Christian,2021
24,Kanye West,52,Christian,2021
Evidence,Josh Baldwin,53,Christian,2021
New Day,Danny Gokey,54,Christian,2021
No Child Left Behind,Kanye West,55,Christian,2021
Who You Are To Me,Chris Tomlin Featuring Lady A,56,Christian,2021
Joyful,Dante Bowe,57,Christian,2021
Image Of God,We Are Messengers,58,Christian,2021
God Breathed,Kanye West,59,Christian,2021
When We Fall Apart,Ryan Stevenson,60,Christian,2021
Wait On You,Elevation Worship & Maverick City Music Featuring Dante Bowe & Chandler Moore,61,Christian,2021
Keep My Spirit Alive,Kanye West,62,Christian,2021
There Was Jesus,Zach Williams & Dolly Parton,63,Christian,2021
Jail Pt 2,Kanye West,64,Christian,2021
Relate,for KING & COUNTRY,65,Christian,2021
Another In The Fire,Hillsong UNITED & TAYA,66,Christian,2021
New Again,Kanye West,67,Christian,2021
Lord I Need You,Kanye West,68,Christian,2021
Come To Life,Kanye West,69,Christian,2021
Even At My Worst,Blanca,70,Christian,2021
Talking To Jesus,Elevation Worship & Maverick City Music Featuring Brandon Lake,71,Christian,2021
Donda,Kanye West,72,Christian,2021
Keep On Hoping,Riley Clemmons,73,Christian,2021
God So Loved,We The Kingdom,74,Christian,2021
Who Am I,NEEDTOBREATHE,75,Christian,2021
New Today,Micah Tyler,76,Christian,2021
Amazing Grace (My Chains Are Gone),Pentatonix,77,Christian,2021
Come What May,We Are Messengers,78,Christian,2021
Every Step Of The Way,Cade Thompson,79,Christian,2021
Stand In Faith,Danny Gokey,80,Christian,2021
Who Can,Cochren & Co.,81,Christian,2021
Know You Will,Hillsong UNITED,82,Christian,2021
Peace Be Still,Hope Darst,83,Christian,2021
The Blessing: Live,"Kari Jobe, Cody Carnes & Elevation Worship",84,Christian,2021
Tell The Vision,Kanye West,85,Christian,2021
Wake Up Sleeper,Austin French,86,Christian,2021
No Hopeless Soul,Stephen Stanley,87,Christian,2021
Look No Further,Evvie McKinney,88,Christian,2021
My God Is Still The Same,Sanctus Real,89,Christian,2021
In The House,Crowder,90,Christian,2021
Rejoice,Andrew Ripp,91,Christian,2021
Faithful God,I AM THEY,92,Christian,2021
I Wanna Remember,NEEDTOBREATHE Featuring Carrie Underwood,93,Christian,2021
Run To The Father,Matt Maher,94,Christian,2021
Little Drummer Boy,Carrie Underwood Featuring Isaiah Fisher,95,Christian,2021
Million Little Miracles,Elevation Worship & Maverick City Music Featuring Joe L Barnes,96,Christian,2021
Coming In Hot,Lecrae & Andy Mineo,97,Christian,2021
Magnetic,newsboys,98,Christian,2021
Old Church Basement,Elevation Worship & Maverick City Music Featuring Dante Bowe,99,Christian,2021
Survival,NEEDTOBREATHE Featuring Drew & Ellie Holcomb,100,Christian,2021
In Jesus Name (God Of Possible),Katy Nichole,1,Christian,2022
Praise God,Kanye West,2,Christian,2022
Promises,Maverick City Music Featuring Joe L. Barnes & Naomi Raine,3,Christian,2022
Hurricane,Kanye West,4,Christian,2022
For God Is With Us,for KING & COUNTRY,5,Christian,2022
Brighter Days,Blessing Offor,6,Christian,2022
Hymn Of Heaven,Phil Wickham,7,Christian,2022
Heart Of The Father,Ryan Ellis,8,Christian,2022
In The House,Crowder,9,Christian,2022
Weary Traveler,Jordan St. Cyr,10,Christian,2022
Relate,for KING & COUNTRY,11,Christian,2022
Come What May,We Are Messengers,12,Christian,2022
"God, Turn It Around",Jon Reddick,13,Christian,2022
Me On Your Mind,Matthew West,14,Christian,2022
Jesus Is Coming Back,"Jordan Feliz, Jonathan Traylor & Mandisa",15,Christian,2022
See Me Through It,Brandon Heath,16,Christian,2022
House Of The Lord,Phil Wickham,17,Christian,2022
Sunday Sermons,Anne Wilson,18,Christian,2022
My God Is Still The Same,Sanctus Real,19,Christian,2022
The Commission,CAIN,20,Christian,2022
The Goodness,tobyMac Featuring Blessing Offor,21,Christian,2022
My Jesus,Anne Wilson,22,Christian,2022
Fill My Cup,Andrew Ripp,23,Christian,2022
Getting Started,Jeremy Camp,24,Christian,2022
Off The Grid,Kanye West,25,Christian,2022
Honey In The Rock,Brooke Ligertwood & Brandon Lake,26,Christian,2022
Promised Land,tobyMac,27,Christian,2022
Same God,Elevation Worship Featuring Jonsal Barrientes,28,Christian,2022
Always,Chris Tomlin,29,Christian,2022
For The Good,Riley Clemmons,30,Christian,2022
Moon,Kanye West,31,Christian,2022
How Far,Tasha Layton,32,Christian,2022
God Is In This Story,Katy Nichole + Big Daddy Weave,33,Christian,2022
Stand In Faith,Danny Gokey,34,Christian,2022
Build A Boat,Colton Dixon,35,Christian,2022
Walking Free,Micah Tyler,36,Christian,2022
Who I Am,Ben Fuller,37,Christian,2022
Lion,Elevation Worship Featuring Chris Brown & Brandon Lake,38,Christian,2022
The Healing,Blanca & Dante Bowe,39,Christian,2022
Scars In Heaven,Casting Crowns,40,Christian,2022
I Will Carry You,Ellie Holcomb,41,Christian,2022
On Our Way,MercyMe Featuring Sam Wesley,42,Christian,2022
Look What You've Done,Tasha Layton,43,Christian,2022
Jireh,Maverick City Music Featuring Chandler Moore & Naomi Raine,44,Christian,2022
Heaven Help Me,Zach Williams,45,Christian,2022
Heart Of God,Zach Williams,46,Christian,2022
Egypt,Cory Asbury,47,Christian,2022
Believe What I Say,Kanye West,48,Christian,2022
Life Of The Party,Kanye West & Andre 3000,49,Christian,2022
Too Good To Not Believe,Brandon Lake X Bethel Music,50,Christian,2022
New Creation,Mac Powell,51,Christian,2022
Kingdom,Maverick City Music X Kirk Franklin Featuring Naomi Raine & Chandler Moore,52,Christian,2022
Thank God For Sunday Morning,Cochren & Co.,53,Christian,2022
We All Need Jesus,Danny Gokey With Koryn Hawthorne,54,Christian,2022
Good Lord,David Leonard,55,Christian,2022
Use This Gospel (Remix),DJ Khaled Featuring Kanye West & Eminem,56,Christian,2022
Hold You Tight,Dan Bremnes,57,Christian,2022
Miracle Power,We The Kingdom,58,Christian,2022
Desesperado,Evan Craft,59,Christian,2022
When You Speak,Jeremy Camp,60,Christian,2022
Bless Me,Maverick City Music X Kirk Franklin,61,Christian,2022
Then Christ Came,MercyMe,62,Christian,2022
Goodness Of God,CeCe Winans,63,Christian,2022
Fake It,Tauren Wells Featuring Aaron Cole,64,Christian,2022
What If,Matthew West,65,Christian,2022
Perfectly Loved,Rachael Lampa Featuring tobyMac,66,Christian,2022
Jail,Kanye West,67,Christian,2022
Gratitude,Brandon Lake,68,Christian,2022
Speak To The Mountains,Chris McClarney,69,Christian,2022
River Of Life,Mac Powell,70,Christian,2022
God Really Loves Us,Crowder & Dante Bowe Featuring Maverick City Music,71,Christian,2022
Don't Lose Heart,Steven Curtis Chapman,72,Christian,2022
I Am Yours,NEEDTOBREATHE,73,Christian,2022
Know You Will,Hillsong UNITED,74,Christian,2022
Dancing On The Waves,We The Kingdom,75,Christian,2022
Love Is Everything We Need,Unspoken,76,Christian,2022
Remote Control,Kanye West,77,Christian,2022
Say Goodbye (Say Hello),The Afters,78,Christian,2022
Good Feeling,Austin French,79,Christian,2022
God You Are,We Are Messengers Featuring Josh Baldwin,80,Christian,2022
Thank You Lord,Chris Tomlin Featuring Thomas Rhett & Florida Georgia Line,81,Christian,2022
Fear Is Not My Future,Maverick City Music X Kirk Franklin Featuring Brandon Lake & Chandler Moore,82,Christian,2022
Love Me Like I Am,for KING & COUNTRY With Jordin Sparks,83,Christian,2022
That's The Power,Hillsong Worship Featuring Benjamin Hastings,84,Christian,2022
For All My Life,TAYA,85,Christian,2022
I've Got Joy,CeCe Winans,86,Christian,2022
When I Pray,DOE,87,Christian,2022
Firm Foundation (He Won't),Maverick City Music Featuring Chandler Moore & Cody Carnes,88,Christian,2022
Talk 2 Me,Montell Fish,89,Christian,2022
Junya,Kanye West,90,Christian,2022
What I See,Elevation Worship Featuring Chris Brown,91,Christian,2022
Joy In The Morning,Tauren Wells,92,Christian,2022
Good Morning Mercy,Jason Crabb,93,Christian,2022
Pure Souls,Kanye West,94,Christian,2022
Things That I'm Afraid Of,Josh Wilson,95,Christian,2022
24,Kanye West,96,Christian,2022
Destroy Myself Just For You,Montell Fish,97,Christian,2022
God Is Good,Francesca Battistelli,98,Christian,2022
All Joy No Stress,Rhett Walker,99,Christian,2022
Jesus Lord,Kanye West,100,Christian,2022
